product_name,drug_name,company_name,company_type,outcome,start_date,last_updated,din,dose,pharmaceutical_form,route_of_administration,medical_necessity,marketed_by_other_manufacturers,est_resupply_date,discontinued,discontinuation_date
RATIO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Teva Canada Limited,Generic,Current,2015-10-22T00:00:00Z,2015-10-22T00:00:00Z,02311313,6 mg,Capsule,Oral,,,,Yes,2015-12-01T00:00:00Z
TEVA-RALOXIFENE,RALOXIFENE HYDROCHLORIDE,Teva Canada Limited,Generic,Current,2015-10-22T00:00:00Z,2016-04-20T00:00:00Z,02312298,60 mg,Tablet,Oral,,,,Yes,2015-11-01T00:00:00Z
BOOSTRIX®-POLIO,"BOOSTRIX®-POLIO: Combined diphtheria, tetanus, acellular pertussis (adsorbed) and inactivated poliomyelitis vaccine",GlaxoSmithKline Inc.,Innovator,Resolved,2015-05-01T00:00:00Z,2015-08-27T00:00:00Z,02312557,"diphtheria toxoid 2.5 Lf, tetanus toxoid 5 Lf, pertussis toxoid 8 μg, filamentous haemagglutinin 8 μg, pertactin (69 kDa) 2.5 μg, IPV (40 DU of Type 1, 8 DU of Type 2, 32 DU of Type 3)",Suspension,Vaccine,Yes,,2015-08-19T00:00:00Z,No,
PMS-VALSARTAN,VALSARTAN,Pharmascience Inc.,Generic,Current,2015-07-20T00:00:00Z,2015-10-01T00:00:00Z,02312999,40 mg,Tablet,Oral,No,,,No,
PMS-VALSARTAN,VALSARTAN,Pharmascience Inc.,Generic,Current,2015-09-15T00:00:00Z,2015-10-01T00:00:00Z,02313014,160 mg,Tablet,Oral,No,,,No,
PMS-BUPROPION SR,BUPROPION HYDROCHLORIDE,Pharmascience Inc.,Generic,Resolved,2015-09-27T00:00:00Z,2015-12-01T00:00:00Z,02313421,150 mg,Tablet (Extended Release),Oral,,,2015-12-04T00:00:00Z,No,
TEVA-CILAZAPRIL/HCTZ,CILAZAPRIL/HCTZ,Teva Canada Limited,Generic,Resolved,2014-05-26T00:00:00Z,2015-06-19T00:00:00Z,02313731,5 mg/12.5 mg,Tablet,Oral,No,,2014-06-26T00:00:00Z,No,
TEVA-CILAZAPRIL/HCTZ,CILAZAPRIL,Teva Canada Limited,Generic,Current,2014-10-07T00:00:00Z,2014-10-07T00:00:00Z,02313731,5 mg/12.5 mg,Tablet,Oral,No,,2014-12-01T00:00:00Z,No,
TEVA-CILAZAPRIL/HCTZ,CILAZAPRIL,Teva Canada Limited,Generic,Resolved,2015-01-05T00:00:00Z,2015-07-06T00:00:00Z,02313731,5 mg/12.5 mg,Tablet,Oral,No,,2015-06-22T00:00:00Z,No,
MYLAN-LEVOFLOXACIN,LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE),Mylan Pharmaceuticals ULC,Generic,Resolved,2015-04-24T00:00:00Z,2015-06-25T00:00:00Z,02313987,500 mg,Tablet,Oral,,,2015-06-25T00:00:00Z,No,
TEVA-NARATRIPTAN,NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE),Teva Canada Limited,Generic,Current,2015-01-30T00:00:00Z,2015-10-22T00:00:00Z,02314290,1 mg,Tablet,Oral,No,,2016-03-31T00:00:00Z,No,
TEVA-NARATRIPTAN,NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE),Teva Canada Limited,Generic,Current,2015-01-30T00:00:00Z,2015-10-22T00:00:00Z,02314304,2.5 mg,Tablet,Oral,No,,2016-03-31T00:00:00Z,No,
Levofloxacin in 5% Dextrose Injection USP - 00528006,Levofloxacin in 5% Dextrose Injection USP - 00528006,Hospira Healthcare Corporation,Generic,Resolved,2013-06-03T00:00:00Z,2013-07-05T00:00:00Z,02314932,5 mg/mL,Injection,Injectable,Yes,,2013-07-12T00:00:00Z,No,
Levofloxacin in 5% Dextrose Injection USP 00528005 / Levofloxacine dans du dextrose à 5 % injectable USP (5mg/mL) 00528005,Levofloxacin in 5% Dextrose Injection USP 00528005 / Levofloxacine dans du dextrose à 5 % injectable USP (5mg/mL) 00528005,Hospira Healthcare Corporation,Generic,Resolved,2013-09-12T00:00:00Z,2013-12-12T00:00:00Z,02314932,500 mg/100 mL,Injection,Injectable,Yes,,2013-12-12T00:00:00Z,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2014-01-17T00:00:00Z,2014-10-23T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,2014-10-24T00:00:00Z,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2014-11-07T00:00:00Z,2015-02-27T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2015-01-13T00:00:00Z,2015-03-27T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2015-05-15T00:00:00Z,2015-06-03T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,2015-05-15T00:00:00Z,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Current,2015-11-06T00:00:00Z,2016-04-07T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2014-03-04T00:00:00Z,2014-08-08T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,2014-08-07T00:00:00Z,No,
LEVOFLOXACIN IN 5% DEXTROSE INJECTION,LEVOFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2015-07-31T00:00:00Z,2015-09-11T00:00:00Z,02314932,5 mg,Solution,Injectable,Yes,,,No,
TEVA-METHYLPHENIDATE ER-C,METHYLPHENIDATE HYDROCHLORIDE,Teva Canada Limited,Generic,Resolved,2014-10-24T00:00:00Z,2015-01-20T00:00:00Z,02315076,27 mg,Tablet (Extended Release),Oral,,,2015-01-10T00:00:00Z,No,
TEVA-METHYLPHENIDATE ER-C,METHYLPHENIDATE HYDROCHLORIDE,Teva Canada Limited,Generic,Resolved,2014-11-21T00:00:00Z,2015-01-20T00:00:00Z,02315084,36 mg,Tablet (Extended Release),Oral,,,2015-01-10T00:00:00Z,No,
RIVA-METOPROLOL L,METOPROLOL TARTRATE,LABORATOIRE RIVA INC,Generic,Resolved,2014-09-23T00:00:00Z,2016-02-04T00:00:00Z,02315300,25 mg,Tablet,Oral,No,,2016-03-01T00:00:00Z,No,
RIVA-METOPROLOL L,METOPROLOL TARTRATE,LABORATOIRE RIVA INC,Generic,Resolved,2014-09-23T00:00:00Z,2015-10-15T00:00:00Z,02315319,50 mg,Tablet,Oral,No,,2015-04-30T00:00:00Z,No,
RIVA-METOPROLOL L,METOPROLOL TARTRATE,LABORATOIRE RIVA INC,Generic,Resolved,2014-09-23T00:00:00Z,2016-02-04T00:00:00Z,02315327,100 mg,Tablet,Oral,No,,2015-11-27T00:00:00Z,No,
TEVA-IRBESARTAN,IRBESARTAN,Teva Canada Limited,Generic,Current,2014-09-29T00:00:00Z,2014-09-29T00:00:00Z,02315971,75 mg,Tablet,Oral,No,,,Yes,2014-10-12T00:00:00Z
TEVA-IRBESARTAN,IRBESARTAN,Teva Canada Limited,Generic,Current,2014-09-29T00:00:00Z,2014-09-29T00:00:00Z,02315998,150 mg,Tablet,Oral,No,,,Yes,2014-10-30T00:00:00Z
TEVA-IRBESARTAN/HCTZ,IRBESARTAN,Teva Canada Limited,Generic,Current,2014-09-29T00:00:00Z,2014-09-29T00:00:00Z,02316048,300 mg,Tablet,Oral,No,,,Yes,2014-10-08T00:00:00Z
SANDOZ DORZOLAMIDE,DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE),Sandoz Canada Inc.,Generic,Resolved,2014-11-28T00:00:00Z,2014-12-04T00:00:00Z,02316307,20 mg,Solution,Topical,No,,,No,
SANDOZ DORZOLAMIDE,DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE),Sandoz Canada Inc.,Generic,Resolved,2015-10-04T00:00:00Z,2016-02-09T00:00:00Z,02316307,20 mg,Solution,Topical,No,,2015-12-14T00:00:00Z,No,
RIVA-VALACYCLOVIR,VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE),LABORATOIRE RIVA INC,Generic,Current,2014-06-20T00:00:00Z,2014-06-20T00:00:00Z,02316447,500 mg ,Tablet,Oral,No,,,No,
MINT-PRAVASTATIN,PRAVASTATIN SODIUM,MINT PHARMACEUTICALS INC,Generic,Current,2015-08-10T00:00:00Z,2016-04-06T00:00:00Z,02317451,10 mg,Tablet,Oral,No,,2016-09-30T00:00:00Z,No,
MINT-PRAVASTATIN,PRAVASTATIN SODIUM,MINT PHARMACEUTICALS INC,Generic,Current,2015-08-10T00:00:00Z,2016-01-08T00:00:00Z,02317478,20 mg,Tablet,Oral,No,,2016-09-30T00:00:00Z,No,
MINT-PRAVASTATIN,PRAVASTATIN SODIUM,MINT PHARMACEUTICALS INC,Generic,Current,2015-08-10T00:00:00Z,2016-01-08T00:00:00Z,02317486,40 mg,Tablet,Oral,No,,2016-09-30T00:00:00Z,No,
APO-ATOMOXETINE,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),Apotex Inc.,Generic,Current,2016-03-22T00:00:00Z,2016-03-22T00:00:00Z,02318067,60 mg,Capsule,Oral,,,2016-05-23T00:00:00Z,No,
APO-ATOMOXETINE,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),Apotex Inc.,Generic,Current,2016-02-29T00:00:00Z,2016-03-10T00:00:00Z,02318075,80 mg,Capsule,Oral,,,2016-05-22T00:00:00Z,No,
APO-ATOMOXETINE,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),Apotex Inc.,Generic,Current,2016-01-11T00:00:00Z,2016-03-10T00:00:00Z,02318083,100 mg ,Capsule,Oral,,,2016-05-22T00:00:00Z,No,
Rocuronium Bromide/Bromure de rocuronium - Injection - 09559001,Rocuronium Bromide/Bromure de rocuronium - Injection - 09559001,Hospira Healthcare Corporation,Generic,Resolved,2013-04-25T00:00:00Z,2014-01-17T00:00:00Z,02318121,10 mg/mL,Injection,Injectable,Yes,,2013-12-27T00:00:00Z,No,
ROCURONIUM BROMIDE INJECTION,ROCURONIUM BROMIDE,Sandoz Canada Inc.,Generic,Resolved,2013-08-13T00:00:00Z,2014-03-13T00:00:00Z,02318415,10 mg,Solution,Injectable,Yes,,,No,
MYLAN-LEFLUNOMIDE,LEFLUNOMIDE,Mylan Pharmaceuticals ULC,Generic,Resolved,2014-06-13T00:00:00Z,2014-08-15T00:00:00Z,02319225,10 mg,Tablet,Oral,,,,No,
RATIO-SILDENAFIL R 20MG COATED TABS 100,RATIO-SILDENAFIL R 20MG COATED TABS 100,Teva Canada Limited,Generic,Resolved,2013-08-26T00:00:00Z,2013-11-06T00:00:00Z,02319500,20 mg,Tablet,Oral,,,2013-09-30T00:00:00Z,No,
pms-OXYCODONE 10mg TABS 100,pms-OXYCODONE 10mg TABS 100,Pharmascience Inc.,Generic,Resolved,2013-04-30T00:00:00Z,2013-05-06T00:00:00Z,02319985,10 mg,Tablet,Oral,,,2013-05-09T00:00:00Z,No,
pms-OXYCODONE 20mg TABS 50,pms-OXYCODONE 20mg TABS 50,Pharmascience Inc.,Generic,Resolved,2013-04-30T00:00:00Z,2013-05-06T00:00:00Z,02319993,20 mg,Tablet,Oral,,,2013-05-10T00:00:00Z,No,
SANDOZ METHYLPHENIDATE SR,METHYLPHENIDATE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Resolved,2014-11-19T00:00:00Z,2015-08-13T00:00:00Z,02320312,20 mg,Tablet (Extended Release),Oral,,,2015-09-01T00:00:00Z,No,
SANDOZ METHYLPHENIDATE SR,METHYLPHENIDATE HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Current,2015-11-30T00:00:00Z,2016-02-09T00:00:00Z,02320312,20 mg,Tablet (Extended Release),Oral,,,2016-01-04T00:00:00Z,No,
TEVA-OLANZAPINE OD,OLANZAPINE,Teva Canada Limited,Generic,Resolved,2015-06-19T00:00:00Z,2015-09-10T00:00:00Z,02321343,5 mg,Tablet (Orally Disintegrating),Oral,,,2015-07-31T00:00:00Z,No,
TEVA-OLANZAPINE OD,OLANZAPINE,Teva Canada Limited,Generic,Current,2016-03-04T00:00:00Z,2016-03-04T00:00:00Z,02321343,5 mg,Tablet (Orally Disintegrating),Oral,,,,Yes,2016-03-01T00:00:00Z
TEVA-OLANZAPINE OD,OLANZAPINE,Teva Canada Limited,Generic,Current,2016-03-04T00:00:00Z,2016-03-04T00:00:00Z,02321351,10 mg,Tablet (Orally Disintegrating),Oral,,,,Yes,2016-03-01T00:00:00Z
TEVA-OLANZAPINE OD,OLANZAPINE,Teva Canada Limited,Generic,Current,2016-02-11T00:00:00Z,2016-03-04T00:00:00Z,02321378,15 mg,Tablet (Orally Disintegrating),Oral,,,,Yes,2016-03-01T00:00:00Z
TEVA-OLANZAPINE OD,OLANZAPINE,Teva Canada Limited,Generic,Current,2016-01-29T00:00:00Z,2016-03-04T00:00:00Z,02321386,20 mg,Tablet (Orally Disintegrating),Oral,,,,Yes,2016-03-01T00:00:00Z
SANDOZ NARATRIPTAN,NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE),Sandoz Canada Inc.,Generic,Current,2014-12-17T00:00:00Z,2015-04-15T00:00:00Z,02322323,2.5 mg,Tablet,Oral,No,,,No,
PMS-TESTOSTERONE,TESTOSTERONE UNDECANOATE,Pharmascience Inc.,Generic,Resolved,2014-05-06T00:00:00Z,2014-05-23T00:00:00Z,02322498,40 mg,Capsule,Oral,,,2014-05-23T00:00:00Z,No,
PMS-TESTOSTERONE,TESTOSTERONE UNDECANOATE,Pharmascience Inc.,Generic,Resolved,2016-02-29T00:00:00Z,2016-05-04T00:00:00Z,02322498,40 mg,Capsule,Oral,,,2016-05-15T00:00:00Z,No,
SANDOZ FINASTERIDE,FINASTERIDE,Sandoz Canada Inc.,Generic,Resolved,2014-12-17T00:00:00Z,2015-02-12T00:00:00Z,02322579,5 mg,Tablet,Oral,,,,No,
GRANISETRON HYDROCHLORIDE INJECTION,GRANISETRON (GRANISETRON HYDROCHLORIDE),Omega Laboratories Ltd.,Generic,Resolved,2014-11-17T00:00:00Z,2015-02-09T00:00:00Z,02322765,1 mg,Liquid,Injectable,Yes,,2015-02-01T00:00:00Z,No,
PREZISTA,DARUNAVIR (DARUNAVIR ETHANOLATE),Janssen Inc.,Innovator,Resolved,2014-10-15T00:00:00Z,2014-10-15T00:00:00Z,02324016,400 mg,Tablet,Oral,,,,Yes,
EPIRUBICIN FOR INJECTION,EPIRUBICIN HYDROCHLORIDE,Teva Canada Limited,Generic,Resolved,2015-04-06T00:00:00Z,2015-06-12T00:00:00Z,02324091,2 mg,Solution,Injectable,Yes,,2015-06-17T00:00:00Z,No,
EPIRUBICIN,EPIRUBICIN,Teva Canada Limited,Generic,Current,2016-03-03T00:00:00Z,2016-03-24T00:00:00Z,02324091,2 mg/mL,Injection,Injectable,Yes,,2016-05-21T00:00:00Z,No,
PRO-VERAPAMIL SR,VERAPAMIL HYDROCHLORIDE,PRO DOC LIMITEE,Generic,Current,2015-10-30T00:00:00Z,2016-03-11T00:00:00Z,02324156,120 mg,Tablet (Extended Release),Oral,No,,2016-06-30T00:00:00Z,No,
PRO-VERAPAMIL SR,VERAPAMIL HYDROCHLORIDE,PRO DOC LIMITEE,Generic,Current,2015-05-29T00:00:00Z,2016-03-11T00:00:00Z,02324164,180 mg,Tablet (Extended Release),Oral,No,,2016-06-30T00:00:00Z,No,
pms-HYDROCODONE BITAR 1mg/mL SYR 500mL,pms-HYDROCODONE BITAR 1mg/mL SYR 500mL,Pharmascience Inc.,Generic,Resolved,2013-04-30T00:00:00Z,2013-07-25T00:00:00Z,02324253,1 mg/mL,Syrup,Oral,,,2013-09-10T00:00:00Z,No,
EPINEPHRINE INJECTION USP 1 MG/ML,EPINEPHRINE,ALVEDA PHARMACEUTICALS INC,Generic,Resolved,2015-06-17T00:00:00Z,2015-07-20T00:00:00Z,02325225,1 mg,Solution,Injectable,Yes,,2015-07-20T00:00:00Z,No,
APO-LEVOFLOXACIN,LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE),Apotex Inc.,Generic,Resolved,2014-10-09T00:00:00Z,2015-10-19T00:00:00Z,02325942,750 mg,Tablet,Oral,,,2015-12-31T00:00:00Z,No,
TEVA-SALBUTAMOL,NOVO-SALBUTAMOL HFA,Teva Canada Limited,Generic,Resolved,2015-06-12T00:00:00Z,2016-02-04T00:00:00Z,02326450,100mcg,Aerosol (Metered Dose Inhaler),Inhalation,Yes,1.0,2016-02-01T00:00:00Z,No,
PMS-ROPINIROLE,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),Pharmascience Inc.,Generic,Current,2014-04-16T00:00:00Z,2016-03-24T00:00:00Z,02326590,0.25 mg,Tablet,Oral,,,2016-10-12T00:00:00Z,No,
PMS-ROPINIROLE,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),Pharmascience Inc.,Generic,Current,2015-09-25T00:00:00Z,2016-03-24T00:00:00Z,02326612,1 mg,Tablet,Oral,,,2016-10-12T00:00:00Z,No,
PMS-ROPINIROLE,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),Pharmascience Inc.,Generic,Current,2016-02-09T00:00:00Z,2016-03-24T00:00:00Z,02326620,2 mg,Tablet,Oral,,,2016-10-12T00:00:00Z,No,
PMS-ROPINIROLE,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),Pharmascience Inc.,Generic,Current,2015-11-03T00:00:00Z,2016-03-24T00:00:00Z,02326639,5 mg,Tablet,Oral,,,2016-10-12T00:00:00Z,No,
SANDOZ CANDESARTAN,CANDESARTAN CILEXETIL,Sandoz Canada Inc.,Generic,Resolved,2015-10-22T00:00:00Z,2015-11-30T00:00:00Z,02326957,4 mg,Tablet,Oral,No,,2015-11-02T00:00:00Z,No,
SANDOZ CANDESARTAN,CANDESARTAN CILEXETIL,Sandoz Canada Inc.,Generic,Resolved,2015-02-12T00:00:00Z,2015-04-07T00:00:00Z,02326973,16 mg,Tablet,Oral,No,,,No,
SANDOZ CANDESARTAN,CANDESARTAN CILEXETIL,Sandoz Canada Inc.,Generic,Resolved,2015-10-22T00:00:00Z,2015-11-30T00:00:00Z,02326973,16 mg,Tablet,Oral,No,,2015-11-02T00:00:00Z,No,
SANDOZ CANDESARTAN PLUS,CANDESARTAN CILEXETIL,Sandoz Canada Inc.,Generic,Resolved,2016-02-09T00:00:00Z,2016-03-29T00:00:00Z,02327902,16 mg,Tablet,Oral,No,,2016-03-07T00:00:00Z,No,
TEVA-TELMISARTAN HCTZ,TELMISARTAN (TELMISARTAN SODIUM),Teva Canada Limited,Generic,Resolved,2015-01-30T00:00:00Z,2015-09-10T00:00:00Z,02330288,80 mg,Tablet,Oral,No,,2015-06-12T00:00:00Z,No,
TEVA-TELMISARTAN HCTZ,TELMISARTAN (TELMISARTAN SODIUM),Teva Canada Limited,Generic,Resolved,2015-06-19T00:00:00Z,2015-07-30T00:00:00Z,02330288,80 mg,Tablet,Oral,No,,2015-08-07T00:00:00Z,No,
RATIO-IRBESARTAN HCTZ,IRBESARTAN,Teva Canada Limited,Generic,Resolved,2015-02-06T00:00:00Z,2015-03-23T00:00:00Z,02330520,300 mg,Tablet,Oral,No,,2015-03-20T00:00:00Z,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-06-17T00:00:00Z,2014-09-02T00:00:00Z,02330547,12 g,Powder for Solution,Injectable,Yes,,,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-08-30T00:00:00Z,2015-09-13T00:00:00Z,02330547,12 g,Powder for Solution,Injectable,Yes,,2015-09-15T00:00:00Z,No,
JAMP-PRAVASTATIN,PRAVASTATIN SODIUM,JAMP PHARMA CORPORATION,Generic,Resolved,2015-03-13T00:00:00Z,2016-04-21T00:00:00Z,02330954,10 mg,Tablet,Oral,No,,,No,
JAMP-PRAVASTATIN,PRAVASTATIN SODIUM,JAMP PHARMA CORPORATION,Generic,Resolved,2015-03-13T00:00:00Z,2016-04-21T00:00:00Z,02330962,20 mg,Tablet,Oral,No,,,No,
JAMP-PRAVASTATIN,PRAVASTATIN SODIUM,JAMP PHARMA CORPORATION,Generic,Resolved,2015-03-13T00:00:00Z,2016-04-21T00:00:00Z,02330970,40 mg,Tablet,Oral,No,,,No,
JAMP-FOSINOPRIL,FOSINOPRIL SODIUM,JAMP PHARMA CORPORATION,Generic,Current,2015-03-13T00:00:00Z,2015-03-13T00:00:00Z,02331004,10 mg,Tablet,Oral,No,,,No,
JAMP-FOSINOPRIL,FOSINOPRIL SODIUM,JAMP PHARMA CORPORATION,Generic,Current,2015-03-13T00:00:00Z,2015-03-13T00:00:00Z,02331012,20 mg,Tablet,Oral,No,,,No,
JAMP-RAMIPRIL,RAMIPRIL,JAMP PHARMA CORPORATION,Generic,Current,2015-04-09T00:00:00Z,2015-04-09T00:00:00Z,02331101,1.25 mg,Capsule,Oral,No,,,No,
APO-VENLAFAXINE XR,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Apotex Inc.,Generic,Current,2015-10-06T00:00:00Z,2016-02-18T00:00:00Z,02331683,37.5 mg,Capsule (Extended Release),Oral,No,,2016-05-15T00:00:00Z,No,
APO-VENLAFAXINE XR,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Apotex Inc.,Generic,Resolved,2015-09-03T00:00:00Z,2016-05-06T00:00:00Z,02331691,75 mg,Capsule (Extended Release),Oral,No,,2016-05-20T00:00:00Z,No,
APO-VENLAFAXINE XR,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Apotex Inc.,Generic,Current,2015-09-03T00:00:00Z,2016-03-10T00:00:00Z,02331691,75 mg,Capsule (Extended Release),Oral,No,,2016-05-20T00:00:00Z,No,
APO-VENLAFAXINE XR,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Apotex Inc.,Generic,Current,2015-04-28T00:00:00Z,2016-05-17T00:00:00Z,02331705,150 mg,Capsule (Extended Release),Oral,No,,2016-05-31T00:00:00Z,No,
APO-VENLAFAXINE XR,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Apotex Inc.,Generic,Resolved,2015-10-06T00:00:00Z,2016-04-05T00:00:00Z,02331705,150 mg,Capsule (Extended Release),Oral,No,,2016-05-20T00:00:00Z,No,
Auralgan,Auralgan,Paladin Labs Inc.,Generic,Resolved,2013-10-31T00:00:00Z,2013-11-15T00:00:00Z,02332477,14 mg/mL,Solution,Oral,No,,,No,
Atacand Plus,Atacand Plus,AstraZeneca Canada Inc.,Innovator,Resolved,2013-12-11T00:00:00Z,2013-12-17T00:00:00Z,02332957,32 mg + 25 mg,Tablet,Oral,No,,2013-12-16T00:00:00Z,No,
ATACAND PLUS,CANDESARTAN CILEXETIL,AstraZeneca Canada Inc.,Innovator,Resolved,2014-05-21T00:00:00Z,2014-05-26T00:00:00Z,02332957,32 mg,Tablet,Oral,No,,2014-05-26T00:00:00Z,No,
ABLAVAR,GADOFOSVESET TRISODIUM,"Lantheus MI Canada, Inc.",Innovator,Current,2016-03-09T00:00:00Z,2016-03-09T00:00:00Z,02333236,244 mg,Solution,Radio-Imaging,No,,,Yes,
TOPOTECAN FOR INJECTION,TOPOTECAN (TOPOTECAN HYDROCHLORIDE),Sandoz Canada Inc.,Generic,Current,2014-06-26T00:00:00Z,2014-06-26T00:00:00Z,02333880,4 mg,Powder for Solution,Injectable,Yes,,2014-08-01T00:00:00Z,No,
DURAGESIC MAT,FENTANYL,Janssen Inc.,Innovator,Resolved,2014-09-02T00:00:00Z,2014-09-29T00:00:00Z,02334186,12 mcg,Patch,Topical,,,2014-09-29T00:00:00Z,No,
AZITHROMYCIN FOR INJECTION,Azithromycin/Azithromycine Injection (500mg) - 00144001,Hospira Healthcare Corporation,Generic,Resolved,2013-04-25T00:00:00Z,2013-06-28T00:00:00Z,02334844,500 mg,Solution,Injectable,Yes,,2013-07-31T00:00:00Z,No,
AZITHROMYCIN FOR INJECTION,AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE),Hospira Healthcare Corporation,Generic,Resolved,2015-06-26T00:00:00Z,2015-09-11T00:00:00Z,02334844,500 mg,Powder for Solution,Injectable,Yes,,,No,
AZITHROMYCIN FOR INJECTION,AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE),Hospira Healthcare Corporation,Generic,Resolved,2015-10-06T00:00:00Z,2015-12-08T00:00:00Z,02334844,500 mg,Powder for Solution,Injectable,Yes,,,No,
PANTOPRAZOLE,PANTOPRAZOLE,Teva Canada Limited,Generic,Current,2015-09-24T00:00:00Z,2016-04-20T00:00:00Z,02336308,40 mg,Injection,Injectable,Yes,,,Yes,2015-09-01T00:00:00Z
APO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Apotex Inc.,Generic,Current,2015-06-19T00:00:00Z,2016-04-05T00:00:00Z,02336715,1.5 mg,Capsule,Oral,,,2016-05-31T00:00:00Z,No,
APO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Apotex Inc.,Generic,Current,2015-06-19T00:00:00Z,2016-04-05T00:00:00Z,02336758,6 mg,Capsule,Oral,,,2016-05-31T00:00:00Z,No,
BESIVANCE,BESIFLOXACIN,BAUSCH & LOMB INC,Innovator,Resolved,2014-11-10T00:00:00Z,2015-05-20T00:00:00Z,02336847,0.006,Suspension,Oral,,,2015-05-15T00:00:00Z,No,
JURNISTA,HYDROMORPHONE HYDROCHLORIDE,Janssen Inc.,Innovator,Resolved,2014-04-22T00:00:00Z,2014-05-02T00:00:00Z,02337274,8 mg,Tablet (Extended Release),Oral,,,2014-05-02T00:00:00Z,No,
JURNISTA,"JURNISTA (HYDROmorophone hydrochloride, prolonged release Tablets)",Janssen Inc.,Innovator,Resolved,2013-09-25T00:00:00Z,2013-10-23T00:00:00Z,02337290,32 mg,Tablet,Oral,,,2013-10-31T00:00:00Z,No,
SANDOZ IRBESARTAN HCT,IRBESARTAN,Sandoz Canada Inc.,Generic,Resolved,2015-08-05T00:00:00Z,2015-09-27T00:00:00Z,02337428,150 mg,Tablet,Oral,No,,2015-09-14T00:00:00Z,No,
SANDOZ IRBESARTAN HCT,IRBESARTAN,Sandoz Canada Inc.,Generic,Resolved,2015-10-22T00:00:00Z,2015-11-30T00:00:00Z,02337428,150 mg,Tablet,Oral,No,,2015-11-02T00:00:00Z,No,
SANDOZ IRBESARTAN HCT,IRBESARTAN,Sandoz Canada Inc.,Generic,Resolved,2015-02-19T00:00:00Z,2015-04-07T00:00:00Z,02337444,300 mg,Tablet,Oral,No,,,No,
EXTAVIA,INTERFERON BETA-1B,Novartis Canada Inc.,Innovator,Resolved,2014-10-10T00:00:00Z,2014-11-28T00:00:00Z,02337819,0.3 mg,Powder for Solution,Injectable,Yes,,2014-11-26T00:00:00Z,No,
